Order ID,Year,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10053,2022,07-04-2024 00:00,13-04-2024 00:00,Standard Class,CUST-1053,Jennifer Mcbride,Consumer,United States,New Jeffrey,Alabama,37565,Central,PROD-553,Home & Kitchen,Coffee Maker,285.58,2,0.06,71.14
ORD-10054,2022,15-05-2023 00:00,22-05-2023 00:00,Second Class,CUST-1054,John Adams,Corporate,United States,Jamesbury,Illinois,71915,East,PROD-554,Clothing,Sneakers,321.87,9,0.15,72.51
ORD-10055,2023,14-08-2023 00:00,15-08-2023 00:00,Standard Class,CUST-1055,Thomas Carrillo,Corporate,United States,Alexisborough,South Dakota,36693,West,PROD-555,Electronics,Smartphone,428.68,9,0.19,92.02
ORD-10056,2024,28-02-2022 00:00,05-03-2022 00:00,Same Day,CUST-1056,Eugene Maxwell,Corporate,United States,West Markland,Indiana,77249,East,PROD-556,Electronics,Smartphone,201.57,3,0.47,28.31
ORD-10057,2024,12-01-2022 00:00,22-01-2022 00:00,Second Class,CUST-1057,Eduardo Schneider,Corporate,United States,Kennethburgh,Kansas,44450,East,PROD-557,Books,Biography,140.24,4,0.05,35.31
ORD-10058,2023,19-10-2023 00:00,29-10-2023 00:00,Same Day,CUST-1058,Angela Pena,Home Office,United States,Angelafurt,Kentucky,30644,Central,PROD-558,Electronics,Laptop,495.57,1,0.32,89.31
ORD-10059,2022,03-08-2022 00:00,13-08-2022 00:00,Standard Class,CUST-1059,Kelsey Herman,Home Office,United States,New Richard,Iowa,68795,East,PROD-559,Beauty,Lipstick,296.69,7,0.49,40.1
ORD-10060,2023,20-11-2024 00:00,22-11-2024 00:00,Same Day,CUST-1060,Amanda Rogers,Home Office,United States,North Richard,Wisconsin,44641,Central,PROD-560,Home & Kitchen,Blender,148.21,2,0.28,28.28
ORD-10061,2022,05-01-2023 00:00,15-01-2023 00:00,Standard Class,CUST-1061,Adam Fleming,Consumer,United States,Liview,Ohio,64159,Central,PROD-561,Books,Fiction,223.19,7,0.5,29.58
ORD-10062,2024,11-01-2023 00:00,16-01-2023 00:00,Same Day,CUST-1062,Anita Mcdaniel,Home Office,United States,Theresaville,Oregon,18943,South,PROD-562,Electronics,Headphones,258.07,1,0.11,60.87
ORD-10063,2024,09-02-2023 00:00,19-02-2023 00:00,Standard Class,CUST-1063,Charles Mack,Consumer,United States,Dakotashire,New York,86908,South,PROD-563,Home & Kitchen,Toaster,249.7,7,0.5,33.09
ORD-10064,2022,29-06-2023 00:00,30-06-2023 00:00,First Class,CUST-1064,Theresa Garcia,Corporate,United States,Jamesburgh,Kentucky,44023,West,PROD-564,Books,Science Fiction,233.3,5,0.07,57.5
ORD-10065,2024,11-05-2022 00:00,21-05-2022 00:00,Second Class,CUST-1065,Veronica Cunningham,Corporate,United States,West Rachel,Missouri,19572,East,PROD-565,Home & Kitchen,Coffee Maker,441.94,6,0.22,91.36
ORD-10066,2024,18-02-2023 00:00,28-02-2023 00:00,Second Class,CUST-1066,Shannon Hernandez,Corporate,United States,Kingchester,Washington,73406,East,PROD-566,Home & Kitchen,Vacuum Cleaner,490.4,5,0.5,64.98
ORD-10067,2023,08-09-2024 00:00,15-09-2024 00:00,Second Class,CUST-1067,Gregory Rojas,Corporate,United States,Annaberg,West Virginia,30622,Central,PROD-567,Beauty,Shampoo,259.87,7,0.02,67.49
ORD-10068,2022,31-03-2024 00:00,09-04-2024 00:00,Standard Class,CUST-1068,Hunter Williams,Home Office,United States,Dawsonville,New Hampshire,3930,East,PROD-568,Beauty,Lipstick,225.85,5,0.01,59.26
ORD-10069,2022,30-08-2024 00:00,07-09-2024 00:00,Same Day,CUST-1069,Melissa Thomas,Home Office,United States,West Karen,Kansas,45465,East,PROD-569,Electronics,Tablet,167.87,6,0.08,40.93
ORD-10070,2022,29-06-2024 00:00,04-07-2024 00:00,Standard Class,CUST-1070,Scott Rice,Consumer,United States,Mcclurechester,Florida,40144,South,PROD-570,Clothing,T-shirt,91.79,9,0.08,22.38
ORD-10071,2024,05-07-2023 00:00,12-07-2023 00:00,Standard Class,CUST-1071,William Long,Corporate,United States,Lawrenceville,Illinois,47624,West,PROD-571,Electronics,Smartwatch,491.27,4,0.24,98.95
ORD-10072,2024,02-04-2022 00:00,03-04-2022 00:00,Second Class,CUST-1072,James Harris,Consumer,United States,Lake Carol,Washington,99061,West,PROD-572,Beauty,Mascara,273.58,6,0.11,64.53
ORD-10073,2024,09-08-2024 00:00,15-08-2024 00:00,Second Class,CUST-1073,Adam Williams,Consumer,United States,South Jessica,Massachusetts,2105,Central,PROD-573,Books,Science Fiction,320.11,2,0.27,61.93
ORD-10074,2024,09-11-2024 00:00,11-11-2024 00:00,Second Class,CUST-1074,William Lee,Corporate,United States,Port Stephanie,Michigan,85440,East,PROD-574,Books,Science Fiction,121.48,1,0.27,23.5
ORD-10075,2024,27-09-2023 00:00,30-09-2023 00:00,First Class,CUST-1075,Shelley Owen,Home Office,United States,New Erikchester,Washington,97433,East,PROD-575,Clothing,Jeans,464.51,8,0.21,97.25
ORD-10076,2023,08-02-2024 00:00,14-02-2024 00:00,First Class,CUST-1076,Susan Watkins,Home Office,United States,Amymouth,Maryland,22175,South,PROD-576,Clothing,Jacket,393.46,9,0.49,53.18
ORD-10077,2024,20-07-2024 00:00,24-07-2024 00:00,First Class,CUST-1077,Samantha Richardson,Home Office,United States,East Shannonmouth,Pennsylvania,79362,South,PROD-577,Books,Non-Fiction,121.21,9,0.06,30.2
ORD-10078,2022,30-03-2024 00:00,07-04-2024 00:00,Same Day,CUST-1078,Melissa Townsend,Consumer,United States,Wendyland,Utah,39501,South,PROD-578,Clothing,Hat,467.89,8,0.07,115.32
ORD-10079,2024,24-05-2022 00:00,02-06-2022 00:00,Standard Class,CUST-1079,Patricia Moore,Consumer,United States,Port Dawn,Maine,10253,Central,PROD-579,Home & Kitchen,Blender,462.31,7,0.43,69.84
ORD-10080,2024,29-07-2023 00:00,04-08-2023 00:00,First Class,CUST-1080,Kelly Robinson,Home Office,United States,Sarahside,Kentucky,30190,Central,PROD-580,Home & Kitchen,Vacuum Cleaner,47.93,2,0.43,7.24
ORD-10081,2023,09-07-2024 00:00,17-07-2024 00:00,Same Day,CUST-1081,Craig White,Home Office,United States,Lake Anthonyshire,Texas,21077,Central,PROD-581,Books,Biography,176.95,2,0.23,36.11
ORD-10082,2022,10-04-2022 00:00,15-04-2022 00:00,First Class,CUST-1082,Lauren Schmidt,Corporate,United States,West Chase,South Dakota,86247,East,PROD-582,Clothing,T-shirt,319.86,9,0.31,58.49
ORD-10083,2022,28-04-2024 00:00,07-05-2024 00:00,Same Day,CUST-1083,Douglas Aguilar,Home Office,United States,Tamaraton,Indiana,60302,West,PROD-583,Beauty,Face Cream,335.13,1,0.27,64.84
ORD-10084,2023,14-10-2022 00:00,18-10-2022 00:00,Standard Class,CUST-1084,Sandra Valenzuela,Corporate,United States,Annastad,Massachusetts,86606,Central,PROD-584,Home & Kitchen,Microwave,201.58,8,0.21,42.2
ORD-10085,2022,04-09-2024 00:00,08-09-2024 00:00,Same Day,CUST-1085,Sherry Yoder,Consumer,United States,East Andretown,Maryland,23648,West,PROD-585,Books,Fiction,484.55,8,0.44,71.91
ORD-10086,2023,20-08-2023 00:00,24-08-2023 00:00,First Class,CUST-1086,Catherine Marquez,Home Office,United States,Brianville,Texas,2794,Central,PROD-586,Beauty,Face Cream,401.23,2,0.01,105.27
ORD-10087,2022,21-06-2023 00:00,28-06-2023 00:00,Second Class,CUST-1087,Tracy Hurst DVM,Corporate,United States,Petersonside,California,64740,South,PROD-587,Clothing,Hat,64.24,9,0.16,14.3
ORD-10088,2023,17-11-2024 00:00,26-11-2024 00:00,First Class,CUST-1088,Kathleen Collins,Home Office,United States,East Heather,Ohio,6149,West,PROD-588,Clothing,Sneakers,49.06,1,0.03,12.61
ORD-10089,2023,07-05-2024 00:00,08-05-2024 00:00,Standard Class,CUST-1089,Erin Bishop,Consumer,United States,New Austinview,Wyoming,48026,West,PROD-589,Beauty,Lipstick,228.49,2,0.36,38.76
ORD-10090,2024,28-09-2023 00:00,29-09-2023 00:00,Same Day,CUST-1090,Mark Molina,Home Office,United States,Lewishaven,Michigan,80232,East,PROD-590,Clothing,Hat,308.25,5,0.2,65.35
ORD-10091,2022,28-08-2023 00:00,29-08-2023 00:00,Second Class,CUST-1091,Eric Baker,Home Office,United States,Port Curtis,Delaware,53708,South,PROD-591,Electronics,Smartwatch,27.42,1,0.09,6.61
ORD-10092,2023,11-12-2024 00:00,20-12-2024 00:00,Same Day,CUST-1092,Michelle Patel,Home Office,United States,Lake Ashleehaven,Alabama,77477,South,PROD-592,Clothing,Sneakers,357.42,7,0.29,67.25
ORD-10093,2023,26-05-2022 00:00,05-06-2022 00:00,Standard Class,CUST-1093,Juan Rubio,Consumer,United States,Catherinemouth,Vermont,21675,West,PROD-593,Clothing,Sneakers,344.91,9,0.37,57.59
ORD-10094,2022,12-11-2024 00:00,19-11-2024 00:00,Standard Class,CUST-1094,Melinda Landry,Home Office,United States,Wendyfort,Oregon,67338,East,PROD-594,Clothing,Sneakers,167.24,3,0.34,29.25
ORD-10095,2022,25-03-2023 00:00,30-03-2023 00:00,First Class,CUST-1095,Thomas Walker,Consumer,United States,South Chloe,Michigan,68819,West,PROD-595,Electronics,Headphones,437.42,4,0.24,88.1
ORD-10096,2024,14-03-2022 00:00,24-03-2022 00:00,First Class,CUST-1096,Shawn Ross,Home Office,United States,East Travisshire,Tennessee,26563,East,PROD-596,Clothing,Hat,5.37,3,0.24,1.08
ORD-10097,2023,08-04-2024 00:00,10-04-2024 00:00,Standard Class,CUST-1097,Brittany James,Corporate,United States,Johnsonberg,Nevada,96964,South,PROD-597,Home & Kitchen,Microwave,215.77,4,0.1,51.47
ORD-10098,2024,08-08-2024 00:00,12-08-2024 00:00,Second Class,CUST-1098,Patricia Sexton,Home Office,United States,Andrewborough,Georgia,79388,West,PROD-598,Books,Mystery,102.84,8,0.28,19.62
ORD-10099,2022,12-04-2024 00:00,22-04-2024 00:00,Standard Class,CUST-1099,Jessica Young,Consumer,United States,New Lisa,Oklahoma,43753,East,PROD-599,Electronics,Smartphone,434.35,3,0.44,64.46
ORD-10100,2022,11-01-2023 00:00,12-01-2023 00:00,Second Class,CUST-1100,Valerie Craig,Consumer,United States,Copelandview,Oregon,49980,Central,PROD-600,Electronics,Smartphone,113.97,5,0.03,29.3
ORD-10101,2023,14-10-2024 00:00,24-10-2024 00:00,Standard Class,CUST-1101,David Aguilar,Consumer,United States,South Julieville,Illinois,23901,South,PROD-601,Clothing,Sneakers,369.92,5,0.46,52.94
ORD-10102,2023,18-01-2023 00:00,26-01-2023 00:00,Same Day,CUST-1102,Deanna Clark,Consumer,United States,Lake Mandy,Tennessee,88151,West,PROD-602,Clothing,Hat,499.69,7,0.43,75.48
ORD-10103,2022,01-10-2023 00:00,07-10-2023 00:00,Second Class,CUST-1103,Gary Graham,Home Office,United States,East Whitneyshire,Colorado,41575,East,PROD-603,Clothing,Jeans,381.7,5,0.43,57.66
ORD-10104,2022,29-04-2024 00:00,08-05-2024 00:00,Same Day,CUST-1104,William Mclaughlin,Corporate,United States,Port Emilyfurt,Kentucky,37599,Central,PROD-604,Electronics,Smartphone,270.33,6,0.5,35.82
ORD-10105,2024,12-03-2022 00:00,15-03-2022 00:00,First Class,CUST-1105,Sarah Martin,Consumer,United States,East Justinstad,Montana,64451,South,PROD-605,Electronics,Tablet,108.75,7,0.22,22.48
ORD-10106,2024,01-04-2023 00:00,10-04-2023 00:00,First Class,CUST-1106,William Molina,Consumer,United States,Gregchester,Arizona,64323,West,PROD-606,Electronics,Tablet,46.38,7,0.32,8.36
ORD-10107,2022,13-08-2023 00:00,17-08-2023 00:00,Second Class,CUST-1107,Tara Solomon,Home Office,United States,West Laura,Idaho,26275,East,PROD-607,Electronics,Headphones,198.44,1,0.11,46.81
ORD-10108,2024,30-08-2023 00:00,07-09-2023 00:00,Second Class,CUST-1108,Kimberly King,Corporate,United States,Kevinchester,Florida,73006,South,PROD-608,Home & Kitchen,Vacuum Cleaner,453.49,2,0.21,94.95
ORD-10109,2024,21-12-2023 00:00,27-12-2023 00:00,Second Class,CUST-1109,Justin Bailey,Consumer,United States,Vasquezburgh,New Mexico,81592,Central,PROD-609,Books,Mystery,106.21,6,0.18,23.08
ORD-10110,2024,15-06-2023 00:00,25-06-2023 00:00,Second Class,CUST-1110,Lisa Campbell,Consumer,United States,Pattersonside,Maryland,5181,West,PROD-610,Books,Mystery,265.7,7,0.18,57.74
ORD-10111,2023,01-10-2022 00:00,08-10-2022 00:00,Same Day,CUST-1111,Walter Gray,Consumer,United States,Michelleside,New Hampshire,45795,East,PROD-611,Books,Science Fiction,322.25,7,0.48,44.41
ORD-10112,2023,06-04-2024 00:00,15-04-2024 00:00,First Class,CUST-1112,Billy Lang,Consumer,United States,West Michael,Kansas,80267,West,PROD-612,Beauty,Shampoo,409.97,9,0.49,55.41
ORD-10113,2023,04-05-2024 00:00,08-05-2024 00:00,First Class,CUST-1113,Christopher Beard,Consumer,United States,West Dennismouth,Oklahoma,6674,West,PROD-613,Home & Kitchen,Vacuum Cleaner,345.62,1,0.43,52.21
ORD-10114,2024,18-09-2023 00:00,20-09-2023 00:00,First Class,CUST-1114,Kelly Williams,Corporate,United States,West Lorraine,Idaho,62725,Central,PROD-614,Books,Science Fiction,416.62,1,0.08,101.58
ORD-10115,2023,12-05-2022 00:00,22-05-2022 00:00,Same Day,CUST-1115,Louis Park,Consumer,United States,South Jonathan,Alabama,64183,West,PROD-615,Home & Kitchen,Toaster,396.5,4,0.24,79.86
ORD-10116,2023,28-02-2022 00:00,09-03-2022 00:00,Standard Class,CUST-1116,Amanda Rose,Home Office,United States,West Crystalburgh,Arkansas,91403,East,PROD-616,Electronics,Smartphone,486.85,4,0.08,118.7
ORD-10117,2022,11-12-2024 00:00,14-12-2024 00:00,Same Day,CUST-1117,Lucas Steele,Corporate,United States,North Selenastad,Indiana,95748,East,PROD-617,Beauty,Face Cream,23.63,1,0.01,6.2
ORD-10118,2022,04-05-2024 00:00,13-05-2024 00:00,Second Class,CUST-1118,Linda Day,Home Office,United States,Tylermouth,South Carolina,30742,East,PROD-618,Electronics,Smartwatch,148.86,8,0.44,22.09
ORD-10119,2024,17-11-2023 00:00,18-11-2023 00:00,First Class,CUST-1119,Chloe Lucas,Corporate,United States,Josephville,Indiana,99724,Central,PROD-619,Books,Biography,308.64,4,0.49,41.72
ORD-10120,2022,02-09-2022 00:00,06-09-2022 00:00,Standard Class,CUST-1120,Wendy Washington,Corporate,United States,Santosview,Wyoming,47384,South,PROD-620,Home & Kitchen,Coffee Maker,72.94,1,0.25,14.5
ORD-10121,2023,03-09-2024 00:00,08-09-2024 00:00,Standard Class,CUST-1121,Teresa Carney,Corporate,United States,Hernandezmouth,Arkansas,99345,East,PROD-621,Home & Kitchen,Microwave,18.28,2,0.27,3.54
ORD-10122,2023,01-09-2023 00:00,03-09-2023 00:00,Second Class,CUST-1122,Robert Cooper,Home Office,United States,Sharonchester,Colorado,99762,East,PROD-622,Electronics,Tablet,104.25,9,0.4,16.58
ORD-10123,2024,29-12-2024 00:00,02-01-2025 00:00,Same Day,CUST-1123,Tyler Kirby,Corporate,United States,Coleburgh,Hawaii,47892,South,PROD-623,Beauty,Perfume,370.9,2,0.14,84.54
ORD-10124,2022,20-12-2023 00:00,30-12-2023 00:00,Second Class,CUST-1124,Isaac Wilson,Home Office,United States,Brendashire,New Jersey,47640,East,PROD-624,Electronics,Smartwatch,224.54,1,0.32,40.47
ORD-10125,2024,10-11-2022 00:00,11-11-2022 00:00,Same Day,CUST-1125,Michelle Lara,Home Office,United States,Patriciamouth,New Mexico,89206,Central,PROD-625,Electronics,Smartwatch,452.9,9,0.15,102.02
ORD-10126,2024,01-03-2022 00:00,06-03-2022 00:00,Second Class,CUST-1126,Brandon Henry,Home Office,United States,Chanberg,Minnesota,92771,East,PROD-626,Beauty,Lipstick,371.11,3,0.06,92.45
